"ProductID","Brand","Class","Assembly_status","Material_type","Required_capacity","Purchasing_cost","Selling_price","WeeklyDiscount","WeeklyDemand"
"P75421709","Everly Quinn","Decor","Not required","Glass",7.6,24,38.99,20,84
"P75421710","Bosch","Appliances","Not required","Steel",10.7,1118,1762.99,22,32
"P75421711","Rosdorf Park","Decor","Not required","Wood",8.3,404,627.99,13,64
"P75421713","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,152,174.99,44,155
"P75421714","Bosch","Appliances","Not required","Plastics",10.6,491,698.99,17,32
"P75421715","AllModern","Bedding and bath","Not required","Cotton",1.6,394,468.99,50,167
"P75421716","GE","Appliances","Not required","Plastics",11.2,1079,1828.99,23,40
"P75421718","Grovelane","Bedding and bath","Not required","Cotton",1.9,184,215.99,39,146
"P75421719","Union Rustic","Rugs","Not required","Cotton",3,505,907.99,39,120
"P75421721","Mercury Row","Rugs","Not required","Cotton",2.9,534,875.99,32,115
"P75421722","World Menagerie","Decor","Not required","Glass",8.4,897,1305.99,14,68
"P75421723","GE","Appliances","Not required","Steel",10.9,1155,1576.99,20,42
"P75421724","World Menagerie","Decor","Not required","Wood",8.2,488,731.99,17,88
"P75421725","Rosdorf Park","Decor","Not Included","Glass",7.9,292,409.99,17,91
"P75421726","World Menagerie","Decor","Not required","Wood",8.1,434,770.99,16,78
"P75421730","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,178,202.99,33,165
"P75421731","Mercury Row","Bedding and bath","Not required","Cotton",1.7,352,425.99,38,162
"P75421733","Everly Quinn","Decor","Not required","Glass",8.3,551,806.99,12,85
"P75421738","Rosdorf Park","Decor","Not required","Wood",8.3,981,1732.99,10,75
"P75421739","Rosdorf Park","Decor","Not Included","Wood",7.9,609,962.99,11,91
"P75421741","Mercury Row","Rugs","Not required","Cotton",2.8,178,337.99,25,95
"P75421742","Union Rustic","Rugs","Not required","Wool",2.8,169,320.99,31,114
"P75421744","Mercury Row","Bedding and bath","Not required","Flannel",1.7,353,425.99,35,165
"P75421745","Rosdorf Park","Decor","Not Included","Glass",7.4,379,670.99,16,95
"P75421746","Mercury Row","Rugs","Not required","Cotton",3,170,273.99,36,112
"P75421747","Rosdorf Park","Decor","Not required","Wood",8.2,503,822.99,17,56
"P75421749","Samsung","Appliances","Not required","Plastics",11.1,219,294.99,27,35
"P75421750","Samsung","Appliances","Not required","Steel",10.9,891,1379.99,17,35
"P75421754","Mercury Row","Bedding and bath","Not required","Flannel",1.9,158,183.99,39,123
"P75421755","GE","Appliances","Not required","Plastics",10.6,887,1096.99,21,39
"P75421756","World Menagerie","Decor","Not Included","Wood",7.6,156,275.99,12,82
"P75421758","World Menagerie","Decor","Not required","Glass",8.2,958,1496.99,13,80
"P75421761","Bosch","Appliances","Not required","Steel",10.6,227,281.99,27,30
"P75421770","Rosdorf Park","Decor","Not required","Glass",7.7,794,1191.99,18,80
"P75421773","Everly Quinn","Decor","Not required","Glass",7.3,803,1215.99,13,75
"P75421774","Everly Quinn","Decor","Not required","Glass",8.3,919,1335.99,17,75
"P75421775","GE","Appliances","Not required","Steel",10.7,390,598.99,17,50
"P75421786","Ashley","Furniture","Not required","Leather",46,2056,4010.99,14,13
"P75421787","Mercury Row","Rugs","Not required","Wool",2.9,396,681.99,35,101
"P75421788","Mercury Row","Bedding and bath","Not required","Cotton",1.8,89,104.99,40,154
"P75421789","Bosch","Appliances","Not required","Plastics",11.1,462,588.99,19,29
"P75421790","GE","Appliances","Not required","Steel",11.1,488,775.99,20,30
"P75421791","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,268,314.99,35,150
"P75421793","Mercury Row","Rugs","Not required","Cotton",2.9,407,769.99,40,115
"P75421794","Alwyn Home","Bedding and bath","Not required","Cotton",1.7,333,381.99,46,145
"P75421801","Union Rustic","Rugs","Not required","Wool",2.9,408,693.99,34,129
"P75421802","Union Rustic","Rugs","Not required","Wool",2.7,197,342.99,26,114
"P75421803","Samsung","Appliances","Not required","Plastics",10.7,795,1007.99,18,37
"P75421804","Rosdorf Park","Decor","Not required","Wood",7.7,728,1071.99,17,84
"P75421807","Ethan Allen","Furniture","Not Included","Leather",47.8,2469,4401.99,14,15
"P75421808","GE","Appliances","Not required","Steel",10.9,337,483.99,17,42
"P75421809","Samsung","Appliances","Not required","Plastics",10.8,196,328.99,22,42
"P75421810","AllModern","Bedding and bath","Not required","Polyester",1.6,165,189.99,48,146
"P75421811","Ethan Allen","Furniture","Not required","Fabric",44.9,1135,1985.99,18,16
"P75421812","Rosdorf Park","Decor","Not required","Glass",7.5,829,1379.99,12,87
"P75421813","Everly Quinn","Decor","Not required","Glass",7.2,228,392.99,12,79
"P75421814","World Menagerie","Decor","Not required","Wood",7.5,938,1381.99,20,84
"P75421815","GE","Appliances","Not required","Plastics",10.6,218,285.99,27,33
"P75421816","GE","Appliances","Not required","Plastics",10.7,958,1562.99,19,42
"P75421817","17 stories","Rugs","Not required","Cotton",2.7,187,348.99,23,95
"P75421818","Samsung","Appliances","Not required","Steel",10.9,712,1145.99,21,45
"P75421819","Grovelane","Bedding and bath","Not required","Cotton",1.8,375,444.99,43,163
"P75421820","Rosdorf Park","Decor","Not required","Wood",7.5,138,193.99,18,86
"P75421821","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,113,134.99,40,159
"P75421822","Mercury Row","Bedding and bath","Not required","Flannel",1.7,334,402.99,49,169
"P75421823","Everly Quinn","Decor","Not required","Glass",7.7,624,1073.99,19,80
"P75421824","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,319,368.99,31,137
"P75421828","World Menagerie","Decor","Not required","Glass",7.2,915,1562.99,17,75
"P75421829","Samsung","Appliances","Not required","Steel",11,448,267.99,26,31
"P75421830","Samsung","Appliances","Not required","Steel",10.6,896,1226.99,18,34
"P75421832","World Menagerie","Decor","Not required","Wood",7.2,50,85.99,12,76
"P75421833","World Menagerie","Decor","Not required","Wood",7.4,108,170.99,13,74
"P75421841","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,377,448.99,49,146
"P75421843","Grovelane","Bedding and bath","Not required","Polyester",1.5,159,197.99,34,157
"P75421844","Mercury Row","Bedding and bath","Not required","Cotton",1.9,72,84.99,42,123
"P75421845","Alwyn Home","Bedding and bath","Not required","Flannel",1.5,377,427.99,50,166
"P75421846","Bosch","Appliances","Not required","Steel",11.1,607,771.99,26,28
"P75421847","Samsung","Appliances","Not required","Steel",11,91,120.99,19,42
"P75421849","Everly Quinn","Decor","Not required","Glass",8.1,706,1046.99,19,67
"P75421850","Everly Quinn","Decor","Not required","Glass",8.1,751,1173.99,14,71
"P75421851","Mercury Row","Rugs","Not required","Cotton",2.6,320,581.99,29,129
"P75421864","Alwyn Home","Bedding and bath","Not required","Flannel",1.9,393,483.99,46,145
"P75421865","Everly Quinn","Decor","Not required","Wood",8,952,1526.99,19,80
"P75421866","Grovelane","Bedding and bath","Not required","Cotton",1.7,288,334.99,35,170
"P75421867","Mercury Row","Bedding and bath","Not required","Flannel",1.7,316,373.99,38,162
"P75421868","Everly Quinn","Decor","Not required","Wood",7.5,315,569.99,15,74
"P75421871","Bosch","Appliances","Not required","Plastics",11.1,861,1241.99,24,34
"P75421872","Union Rustic","Rugs","Not required","Cotton",2.7,457,847.99,26,122
"P75421873","Samsung","Appliances","Not Included","Steel",10.6,640,861.99,24,25
"P75421874","Everly Quinn","Decor","Not Included","Wood",7.6,840,1435.99,15,98
"P75421875","Bosch","Appliances","Not required","Steel",10.6,116,177.99,22,41
"P75421876","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,203,236.99,48,155
"P75421877","Rosdorf Park","Decor","Not required","Wood",8.4,459,760.99,18,70
"P75421878","World Menagerie","Decor","Not required","Glass",8,276,445.99,15,79
"P75421879","Rosdorf Park","Decor","Not required","Wood",7.6,518,958.99,19,62
"P75421880","Samsung","Appliances","Not required","Steel",10.6,629,1037.99,26,40
"P75421881","Alwyn Home","Bedding and bath","Not required","Flannel",1.9,83,94.99,44,142
"P75421882","Rosdorf Park","Decor","Not required","Wood",7.4,865,1574.99,14,71
"P75421883","17 stories","Rugs","Not required","Wool",2.8,456,747.99,36,101
"P75421884","Bosch","Appliances","Not required","Plastics",10.7,1108,1487.99,16,50
"P75421888","Grovelane","Bedding and bath","Not required","Polyester",1.9,290,327.99,41,165
"P75421889","Mercury Row","Bedding and bath","Not required","Flannel",1.9,311,351.99,39,151
"P75421890","Everly Quinn","Decor","Not required","Glass",7.9,242,390.99,15,86
"P75421891","Samsung","Appliances","Not required","Steel",11.2,906,1381.99,24,46
"P75421892","Rosdorf Park","Decor","Not required","Wood",8.3,998,1565.99,13,86
"P75421894","GE","Appliances","Not required","Steel",10.9,1098,1614.99,28,42
"P75421896","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,219,270.99,45,162
"P75421899","Samsung","Appliances","Not required","Plastics",10.7,987,1250.99,22,28
"P75421900","Mercury Row","Rugs","Not required","Wool",2.6,342,574.99,22,119
"P75421901","Mercury Row","Bedding and bath","Not required","Polyester",1.8,103,119.99,47,116
"P75421902","World Menagerie","Decor","Not required","Glass",7.6,542,914.99,11,71
"P75421903","Grovelane","Bedding and bath","Not required","Cotton",1.7,290,332.99,42,169
"P75421905","Union Rustic","Rugs","Not required","Cotton",2.5,551,980.99,40,114
"P75421906","Rosdorf Park","Decor","Not required","Glass",7.6,1075,1939.99,18,79
"P75421907","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,137,157.99,35,146
"P75421908","Samsung","Appliances","Not required","Plastics",10.9,338,422.99,23,49
"P75421912","Samsung","Appliances","Not required","Steel",10.5,884,1432.99,15,32
"P75421913","Mercury Row","Bedding and bath","Not required","Polyester",1.8,166,187.99,47,137
"P75421914","17 stories","Rugs","Not required","Cotton",2.9,555,898.99,26,114
"P75421915","Bosch","Appliances","Not required","Plastics",11.2,68,106.99,29,49
"P75421916","GE","Appliances","Not required","Steel",10.5,1004,1249.99,26,44
"P75421917","GE","Appliances","Not Included","Plastics",10.7,364,600.99,30,23
"P75421918","Mercury Row","Rugs","Not required","Cotton",2.6,342,557.99,22,110
"P75421922","Mercury Row","Bedding and bath","Not required","Flannel",1.9,118,138.99,45,187
"P75421925","Mercury Row","Rugs","Not required","Wool",2.9,145,267.99,23,120
"P75421926","Everly Quinn","Decor","Not Included","Wood",8,298,490.99,19,83
"P75421927","Grovelane","Bedding and bath","Not required","Cotton",1.6,46,54.99,45,155
"P75421928","AllModern","Bedding and bath","Not required","Cotton",1.7,179,211.99,42,141
"P75421929","World Menagerie","Decor","Not required","Glass",7.6,991,1545.99,19,70
"P75421930","Rosdorf Park","Decor","Not required","Wood",8.2,302,512.99,13,72
"P75421931","Union Rustic","Rugs","Not required","Cotton",2.7,362,656.99,33,90
"P75421932","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,248,306.99,41,161
"P75421933","17 stories","Rugs","Not required","Cotton",2.9,164,281.99,26,119
"P75421934","Grovelane","Bedding and bath","Not required","Polyester",1.7,292,352.99,43,148
"P75421935","Mercury Row","Bedding and bath","Not required","Cotton",1.8,316,380.99,32,157
"P75421936","Samsung","Appliances","Not required","Steel",10.6,237,322.99,28,39
"P75421942","Bosch","Appliances","Not required","Steel",10.7,136,221.99,26,36
"P75421943","Grovelane","Bedding and bath","Not required","Cotton",1.6,392,480.99,45,137
"P75421944","Mercury Row","Rugs","Not required","Silk",2.8,371,682.99,20,134
"P75421945","Everly Quinn","Decor","Not required","Wood",7.5,604,906.99,20,85
"P75421946","Mercury Row","Bedding and bath","Not required","Cotton",1.6,100,112.99,45,149
"P75421947","17 stories","Rugs","Not required","Cotton",2.9,529,953.99,37,100
"P75421948","GE","Appliances","Not required","Steel",11,1023,1675.99,22,36
"P75421949","Samsung","Appliances","Not required","Plastics",11.1,598,765.99,28,39
"P75421955","Bosch","Appliances","Not required","Steel",10.7,1011,1394.99,19,31
"P75421967","Samsung","Appliances","Not required","Steel",11.2,800,1155.99,18,34
"P75421972","17 stories","Rugs","Not required","Cotton",2.8,192,348.99,23,107
"P75421973","Mercury Row","Bedding and bath","Not required","Cotton",1.7,160,192.99,36,160
"P75421974","Rosdorf Park","Decor","Not required","Wood",7.5,931,1426.99,16,80
"P75421975","Grovelane","Bedding and bath","Not required","Cotton",1.8,89,106.99,45,137
"P75421976","GE","Appliances","Not required","Plastics",11,206,288.99,28,34
"P75421977","GE","Appliances","Not required","Steel",11,1091,1461.99,20,32
"P75421980","Samsung","Appliances","Not required","Plastics",10.7,665,970.99,27,36
"P75421981","GE","Appliances","Not required","Steel",10.6,1142,1624.99,23,30
"P75421982","Samsung","Appliances","Not required","Plastics",11,871,1492.99,24,36
"P75421983","GE","Appliances","Not required","Steel",10.6,61,105.99,22,47
"P75421984","Everly Quinn","Decor","Not required","Wood",8,908,1455.99,10,67
"P75421985","AllModern","Bedding and bath","Not required","Flannel",1.7,276,331.99,34,125
"P75421986","Bosch","Appliances","Not required","Plastics",10.5,277,374.99,16,34
"P75421987","Bosch","Appliances","Not required","Steel",10.7,912,1406.99,28,36
"P75421988","World Menagerie","Decor","Not required","Glass",7.3,933,1314.99,13,76
"P75421989","World Menagerie","Decor","Not required","Glass",8.2,1000,1785.99,15,70
"P75421990","Everly Quinn","Decor","Not required","Glass",7.8,1039,1538.99,12,89
"P75421991","Rosdorf Park","Decor","Not required","Glass",7.5,921,1530.99,13,93
"P75421992","Grovelane","Bedding and bath","Not required","Polyester",1.9,162,192.99,39,142
"P75421993","Rosdorf Park","Decor","Not required","Glass",8.3,288,523.99,10,73
"P75422023","GE","Appliances","Not required","Steel",11,272,338.99,24,36
"P75422024","Everly Quinn","Decor","Not required","Glass",7.9,820,1207.99,13,81
"P75422025","Union Rustic","Rugs","Not required","Wool",2.7,288,525.99,33,111
"P75422026","Alwyn Home","Bedding and bath","Not required","Flannel",1.9,280,314.99,42,146
"P75422027","Everly Quinn","Decor","Not required","Glass",8,269,403.99,15,80
"P75422028","Bosch","Appliances","Not Included","Plastics",10.6,1148,1694.99,23,20
"P75422029","Everly Quinn","Decor","Not Included","Glass",7.6,928,1340.99,17,80
"P75422030","Samsung","Appliances","Not required","Plastics",11,852,1139.99,23,35
"P75422031","Samsung","Appliances","Not Included","Steel",10.8,776,1248.99,24,40
"P75422032","World Menagerie","Decor","Not required","Wood",7.2,891,1502.99,14,68
"P75422033","World Menagerie","Decor","Not required","Wood",7.8,64,105.99,15,72
"P75422034","Rosdorf Park","Decor","Not required","Glass",7.2,204,309.99,18,78
"P75422035","Rosdorf Park","Decor","Not required","Wood",8.1,442,656.99,19,74
"P75422037","Ashley","Furniture","Not Included","Fabric",47.1,1707,3022.99,14,9
"P75422038","Samsung","Appliances","Not required","Steel",10.7,774,1316.99,16,37
"P75422039","17 stories","Rugs","Not required","Cotton",2.6,270,442.99,31,113
"P75422040","Ashley","Furniture","Included","Leather",47,2484,4439.99,14,23
"P75422041","Bosch","Appliances","Not required","Steel",11,794,982.99,21,36
"P75422042","Grovelane","Bedding and bath","Not required","Flannel",1.5,152,188.99,42,156
"P75422043","Union Rustic","Rugs","Not required","Wool",2.7,444,759.99,30,117
"P75422044","World Menagerie","Decor","Not required","Wood",7.3,910,1315.99,16,74
"P75422045","Union Rustic","Rugs","Not required","Wool",2.7,152,275.99,22,101
"P75422046","Ashley","Furniture","Included","Fabric",44.3,953,1631.99,12,23
"P75422047","World Menagerie","Decor","Not required","Wood",7.4,1069,1892.99,14,89
"P75422048","Grovelane","Bedding and bath","Not required","Flannel",1.8,66,78.99,36,157
"P75422049","GE","Appliances","Not required","Steel",10.8,1149,1733.99,30,50
"P75422050","Samsung","Appliances","Not required","Steel",11,815,1090.99,20,39
"P75422051","World Menagerie","Decor","Not Included","Wood",8,9,13.99,17,91
"P75422053","Samsung","Appliances","Not required","Steel",10.7,649,942.99,24,32
"P75422055","AllModern","Bedding and bath","Not required","Cotton",1.7,285,334.99,40,168
"P75422057","Rosdorf Park","Decor","Not required","Wood",8.1,836,1225.99,18,77
"P75422059","Samsung","Appliances","Not required","Plastics",10.6,192,309.99,22,34
"P75422061","AllModern","Bedding and bath","Not required","Polyester",1.7,321,391.99,45,178
"P75422062","Mercury Row","Rugs","Not required","Cotton",2.7,157,288.99,36,109
"P75422063","Samsung","Appliances","Not required","Steel",10.8,387,531.99,17,46
"P75422064","GE","Appliances","Not required","Steel",11.1,246,367.99,16,36
"P75422065","Rosdorf Park","Decor","Not required","Wood",8.4,548,804.99,14,71
"P75422066","Samsung","Appliances","Not required","Steel",11.1,361,489.99,24,36
"P75422067","Grovelane","Bedding and bath","Not required","Cotton",1.7,245,291.99,49,150
"P75422068","Mercury Row","Rugs","Not required","Cotton",2.5,431,801.99,33,118
"P75422069","17 stories","Rugs","Not required","Cotton",2.8,496,832.99,30,113
"P75422070","AllModern","Bedding and bath","Not required","Polyester",1.6,240,272.99,33,161
"P75422071","Mercury Row","Rugs","Not required","Wool",2.9,211,381.99,39,115
"P75422072","17 stories","Rugs","Not required","Wool",2.9,406,702.99,36,112
"P75422074","World Menagerie","Decor","Not required","Wood",7.4,275,405.99,17,75
"P75422075","Everly Quinn","Decor","Not required","Wood",7.3,530,953.99,17,77
"P75422076","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,354,421.99,45,143
"P75422077","Rosdorf Park","Decor","Not required","Wood",8,408,675.99,14,85
"P75422078","Grovelane","Bedding and bath","Not required","Polyester",1.6,282,340.99,38,125
"P75422079","17 stories","Rugs","Not required","Cotton",2.6,247,428.99,39,117
"P75422080","World Menagerie","Decor","Not required","Wood",7.9,108,198.99,16,79
"P75422081","World Menagerie","Decor","Not Included","Wood",8.3,173,250.99,17,88
"P75422082","GE","Appliances","Not required","Steel",10.5,974,1673.99,20,49
"P75422083","Rosdorf Park","Decor","Not required","Wood",8.3,21,39.99,16,67
"P75422084","AllModern","Bedding and bath","Not required","Polyester",1.8,392,463.99,36,141
"P75422085","Grovelane","Bedding and bath","Not required","Cotton",1.9,268,301.99,42,158
"P75422086","World Menagerie","Decor","Not required","Glass",7.6,1046,1532.99,18,73
"P75422087","Mercury Row","Bedding and bath","Not required","Cotton",1.7,222,260.99,44,123
"P75422089","Samsung","Appliances","Not required","Steel",11.2,580,943.99,23,42
"P75422090","AllModern","Bedding and bath","Not required","Polyester",1.6,401,463.99,40,140
"P75422091","World Menagerie","Decor","Not required","Wood",7.2,525,942.99,13,87
"P75422092","World Menagerie","Decor","Not required","Glass",7.6,49,85.99,10,88
"P75422093","World Menagerie","Decor","Not required","Wood",7.9,32,46.99,14,84
"P75422094","GE","Appliances","Not required","Steel",11.2,221,337.99,18,38
"P75422095","Grovelane","Bedding and bath","Not required","Polyester",1.9,221,272.99,46,163
"P75422096","World Menagerie","Decor","Not required","Wood",7.8,1061,1606.99,13,74
"P75422097","AllModern","Bedding and bath","Not required","Flannel",1.7,282,318.99,32,117
"P75422098","GE","Appliances","Not required","Plastics",10.7,549,825.99,23,30
"P75422099","Bosch","Appliances","Not required","Steel",10.9,995,1530.99,18,34
"P75422100","17 stories","Rugs","Not required","Wool",2.6,459,865.99,37,98
"P75422101","Everly Quinn","Decor","Not required","Glass",7.6,65,103.99,18,82
"P75422102","Grovelane","Bedding and bath","Not required","Flannel",1.6,262,303.99,38,157
"P75422103","17 stories","Rugs","Not required","Cotton",2.5,403,650.99,22,107
"P75422104","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,391,443.99,31,146
"P75422105","Bosch","Appliances","Not required","Steel",10.8,906,1367.99,25,37
"P75422106","Bosch","Appliances","Not Included","Plastics",10.6,311,520.99,22,22
"P75422107","Alwyn Home","Bedding and bath","Not required","Cotton",1.6,176,208.99,49,148
"P75422108","Ashley","Furniture","Included","Fabric",48.3,1740,3321.99,16,20
"P75422109","World Menagerie","Decor","Not required","Glass",7.9,94,156.99,11,81
"P75422110","Grovelane","Bedding and bath","Not required","Flannel",1.5,365,420.99,42,163
"P75422111","Mercury Row","Rugs","Not required","Wool",2.9,208,356.99,29,119
"P75422112","Mercury Row","Bedding and bath","Not required","Polyester",1.5,208,252.99,38,165
"P75422113","Everly Quinn","Decor","Not required","Wood",8.3,134,195.99,15,70
"P75422114","Everly Quinn","Decor","Not required","Glass",7.8,1030,1556.99,17,91
"P75422115","Grovelane","Bedding and bath","Not required","Cotton",1.7,224,265.99,36,183
"P75422116","World Menagerie","Decor","Not required","Glass",8.3,330,471.99,14,87
"P75422117","Grovelane","Bedding and bath","Not required","Cotton",1.5,210,247.99,50,148
"P75422118","Grovelane","Bedding and bath","Not required","Flannel",1.8,269,323.99,49,145
"P75422119","Bosch","Appliances","Not required","Plastics",10.6,105,153.99,27,37
"P75422120","Alwyn Home","Bedding and bath","Not required","Polyester",1.6,264,303.99,34,143
"P75422121","World Menagerie","Decor","Not required","Glass",7.3,1086,1790.99,14,83
"P75422123","Rosdorf Park","Decor","Not required","Wood",7.5,327,580.99,15,80
"P75422124","GE","Appliances","Not Included","Plastics",10.7,394,486.99,23,26
"P75422125","Union Rustic","Rugs","Not required","Wool",2.5,213,358.99,33,114
"P75422128","Rosdorf Park","Decor","Not required","Wood",7.6,743,1127.99,18,67
"P75422129","17 stories","Rugs","Not required","Cotton",2.7,420,733.99,35,113
"P75422130","Alwyn Home","Bedding and bath","Not required","Flannel",1.5,331,399.99,43,145
"P75422131","World Menagerie","Decor","Not required","Glass",7.7,273,405.99,10,77
"P75422132","Grovelane","Bedding and bath","Not required","Cotton",1.7,245,288.99,48,131
"P75422133","Rosdorf Park","Decor","Not required","Glass",8.3,617,880.99,13,69
"P75422134","Grovelane","Bedding and bath","Not required","Flannel",1.5,325,389.99,42,166
"P75422135","Rosdorf Park","Decor","Not required","Wood",7.7,424,757.99,13,66
"P75422136","Alwyn Home","Bedding and bath","Not required","Cotton",1.6,190,213.99,32,156
"P75422138","AllModern","Bedding and bath","Not required","Flannel",1.7,229,257.99,47,127
"P75422139","Rosdorf Park","Decor","Not required","Glass",7.6,420,720.99,16,77
"P75422141","Alwyn Home","Bedding and bath","Not required","Flannel",1.8,234,274.99,45,152
"P75422142","Everly Quinn","Decor","Not required","Glass",7.4,747,1136.99,19,82
"P75422144","AllModern","Bedding and bath","Not required","Cotton",1.5,407,472.99,35,152
"P75422147","Bosch","Appliances","Not required","Steel",10.6,75,113.99,26,51
"P75422148","AllModern","Bedding and bath","Not required","Polyester",1.6,199,241.99,41,152
"P75422149","17 stories","Rugs","Not required","Cotton",2.9,212,391.99,39,107
"P75422150","Union Rustic","Rugs","Not required","Cotton",2.5,358,635.99,39,121
"P75422151","GE","Appliances","Not required","Plastics",10.7,384,515.99,19,32
"P75422152","Grovelane","Bedding and bath","Not required","Polyester",1.7,409,458.99,45,161
"P75422153","Rosdorf Park","Decor","Not required","Glass",7.5,1008,1748.99,14,72
"P75422154","World Menagerie","Decor","Not required","Glass",7.3,1063,351.99,12,103
"P75422155","Everly Quinn","Decor","Not required","Wood",7.7,1034,1524.99,12,78
"P75422156","Everly Quinn","Decor","Not required","Glass",7.7,215,373.99,14,70
"P75422158","Mercury Row","Rugs","Not required","Cotton",2.8,466,876.99,36,117
"P75422161","World Menagerie","Decor","Not required","Wood",7.5,534,749.99,13,72
"P75422162","17 stories","Rugs","Not required","Cotton",2.7,386,700.99,38,125
"P75422163","Mercury Row","Bedding and bath","Not required","Flannel",1.6,331,389.99,33,140
"P75422164","Union Rustic","Rugs","Not required","Cotton",2.9,316,557.99,24,96
"P75422165","Samsung","Appliances","Not required","Plastics",11.2,101,150.99,17,37
"P75422166","Rosdorf Park","Decor","Not required","Wood",7.9,414,673.99,13,99
"P75422167","AllModern","Bedding and bath","Not required","Polyester",1.8,231,274.99,45,162
"P75422169","Alwyn Home","Bedding and bath","Not required","Polyester",1.6,226,265.99,33,166
"P75422170","Rosdorf Park","Decor","Not required","Wood",7.9,179,311.99,12,78
"P75422171","AllModern","Bedding and bath","Not required","Cotton",1.5,377,427.99,41,138
"P75422173","Rosdorf Park","Decor","Not required","Glass",7.1,1045,1655.99,17,66
"P75422174","AllModern","Bedding and bath","Not required","Polyester",1.7,138,158.99,44,158
"P75422175","Rosdorf Park","Decor","Not required","Glass",7.8,968,1521.99,20,96
"P75422176","Alwyn Home","Bedding and bath","Not required","Cotton",1.9,104,118.99,41,169
"P75422178","17 stories","Rugs","Not required","Cotton",2.9,387,718.99,37,122
"P75422179","Union Rustic","Rugs","Not required","Cotton",2.6,560,1050.99,35,108
"P75422180","World Menagerie","Decor","Not required","Wood",8,727,1098.99,13,86
"P75422181","Rosdorf Park","Decor","Not Included","Wood",7.5,609,1038.99,19,83
"P75422182","AllModern","Bedding and bath","Not required","Polyester",1.6,188,217.99,46,152
"P75422183","World Menagerie","Decor","Not required","Wood",8.4,1063,1870.99,16,65
"P75422185","Rosdorf Park","Decor","Not Included","Wood",7.8,517,946.99,11,75
"P75422186","Samsung","Appliances","Not required","Steel",10.7,413,640.99,29,33
"P75422187","World Menagerie","Decor","Not required","Glass",7.5,923,1531.99,11,80
"P75422188","Samsung","Appliances","Not required","Plastics",10.9,1028,1420.99,26,44
"P75422189","Ashley","Furniture","Not Included","Wood",45.9,1137,2066.99,18,7
"P75422190","Ethan Allen","Furniture","Included","Leather",47.1,2812,5251.99,15,34
"P75422191","Grovelane","Bedding and bath","Not required","Cotton",1.8,239,285.99,39,156
"P75422192","Everly Quinn","Decor","Not required","Wood",7.2,658,1039.99,19,70
"P75422193","Union Rustic","Rugs","Not required","Cotton",3,450,750.99,40,106
"P75422195","Union Rustic","Rugs","Not required","Cotton",2.7,155,273.99,21,125
"P75422196","Everly Quinn","Decor","Not required","Glass",7.9,195,349.99,17,91
"P75422197","Grovelane","Bedding and bath","Not required","Cotton",1.8,131,148.99,48,162
"P75422199","World Menagerie","Decor","Not required","Glass",7.2,356,533.99,12,66
"P75422200","Rosdorf Park","Decor","Not required","Wood",7.7,319,547.99,19,72
"P75422201","Rosdorf Park","Decor","Not required","Wood",7.7,574,1026.99,12,67
"P75422203","Everly Quinn","Decor","Not required","Glass",8.2,1058,1794.99,16,70
"P75422204","Samsung","Appliances","Not required","Steel",11.1,184,270.99,20,32
"P75422206","Mercury Row","Bedding and bath","Not required","Flannel",1.5,179,205.99,42,140
"P75422207","Rosdorf Park","Decor","Not required","Glass",7.4,1099,1751.99,17,79
"P75422208","Samsung","Appliances","Not required","Plastics",10.6,991,1486.99,21,39
"P75422209","Rosdorf Park","Decor","Not required","Wood",8,236,372.99,13,82
"P75422210","Grovelane","Bedding and bath","Not required","Cotton",1.6,255,292.99,43,135
"P75422211","Everly Quinn","Decor","Not required","Wood",8,927,1640.99,16,67
"P75422212","GE","Appliances","Not required","Steel",10.6,408,656.99,24,35
"P75422214","AllModern","Bedding and bath","Not required","Polyester",1.9,117,134.99,33,136
"P75422215","Samsung","Appliances","Not Included","Steel",11.2,91,133.99,23,27
"P75422216","Everly Quinn","Decor","Not required","Glass",7.2,969,1395.99,19,70
"P75422217","Rosdorf Park","Decor","Not required","Glass",8.2,356,620.99,16,73
"P75422219","Rosdorf Park","Decor","Not required","Wood",8.4,978,1520.99,17,65
"P75422220","Mercury Row","Rugs","Not required","Cotton",2.9,248,416.99,34,105
"P75422221","GE","Appliances","Not required","Steel",10.5,162,272.99,20,33
"P75422222","Bosch","Appliances","Not required","Steel",11,866,1484.99,23,41
"P75422223","Bosch","Appliances","Not required","Steel",10.6,674,1124.99,17,37
"P75422224","Mercury Row","Bedding and bath","Not required","Polyester",1.9,336,403.99,42,166
"P75422227","World Menagerie","Decor","Not required","Glass",7.8,762,1082.99,16,102
"P75422228","Mercury Row","Rugs","Not required","Cotton",2.5,455,735.99,34,105
"P75422229","Rosdorf Park","Decor","Not Included","Glass",7.5,726,1258.99,19,82
